movie,return_ratio,year,tconst,genres,studio,averagerating,numvotes
The BFG,0.8223603571428572,2016,tt3691740,Family,BV,6.4,69340
The BFG,0.8223603571428572,2016,tt3691740,Fantasy,BV,6.4,69340
Gods of Egypt,0.21421585714285715,2016,tt2404233,Action,LG/S,5.4,95111
Gods of Egypt,0.21421585714285715,2016,tt2404233,Adventure,LG/S,5.4,95111
Gods of Egypt,0.21421585714285715,2016,tt2404233,Fantasy,LG/S,5.4,95111
The Croods,4.631384074074074,2013,tt0481499,Action,Fox,7.2,176699
The Croods,4.631384074074074,2013,tt0481499,Adventure,Fox,7.2,176699
The Croods,4.631384074074074,2013,tt0481499,Animation,Fox,7.2,176699
The Revenant,4.307971822222222,2015,tt1663202,Action,Fox,8.0,621193
The Revenant,4.307971822222222,2015,tt1663202,Adventure,Fox,8.0,621193
The Revenant,4.307971822222222,2015,tt1663202,Biography,Fox,8.0,621193
Rango,1.734831162962963,2011,tt1192628,Adventure,Par.,7.2,215761
Rango,1.734831162962963,2011,tt1192628,Animation,Par.,7.2,215761
Rango,1.734831162962963,2011,tt1192628,Comedy,Par.,7.2,215761
Turbo,1.7401830222222223,2013,tt1860353,Adventure,Fox,6.4,74639
Turbo,1.7401830222222223,2013,tt1860353,Animation,Fox,6.4,74639
Turbo,1.7401830222222223,2013,tt1860353,Comedy,Fox,6.4,74639
Teenage Mutant Ninja Turtles: Out of the Shadows,1.425036851851852,2016,tt3949660,Action,Par.,6.0,77234
Teenage Mutant Ninja Turtles: Out of the Shadows,1.425036851851852,2016,tt3949660,Adventure,Par.,6.0,77234
Teenage Mutant Ninja Turtles: Out of the Shadows,1.425036851851852,2016,tt3949660,Comedy,Par.,6.0,77234
Happy Feet Two,0.6441698666666666,2011,tt1402488,Adventure,WB,5.9,38396
Happy Feet Two,0.6441698666666666,2011,tt1402488,Animation,WB,5.9,38396
Happy Feet Two,0.6441698666666666,2011,tt1402488,Comedy,WB,5.9,38396
The Nutcracker and the Four Realms,0.6941516177577126,2018,tt5523010,Adventure,BV,5.5,18734
The Nutcracker and the Four Realms,0.6941516177577126,2018,tt5523010,Family,BV,5.5,18734
The Nutcracker and the Four Realms,0.6941516177577126,2018,tt5523010,Fantasy,BV,5.5,18734
Penguins of Madagascar,2.4113139545454545,2014,tt1911658,Adventure,Fox,6.7,72551
Penguins of Madagascar,2.4113139545454545,2014,tt1911658,Animation,Fox,6.7,72551
Penguins of Madagascar,2.4113139545454545,2014,tt1911658,Comedy,Fox,6.7,72551
The Hunger Games: Catching Fire,8.919508415384616,2013,tt1951264,Action,LGF,7.5,575455
The Hunger Games: Catching Fire,8.919508415384616,2013,tt1951264,Adventure,LGF,7.5,575455
The Hunger Games: Catching Fire,8.919508415384616,2013,tt1951264,Sci-Fi,LGF,7.5,575455
Ant-Man and the Wasp,5.45994923076923,2018,tt5095030,Action,BV,7.1,244024
Ant-Man and the Wasp,5.45994923076923,2018,tt5095030,Adventure,BV,7.1,244024
Ant-Man and the Wasp,5.45994923076923,2018,tt5095030,Comedy,BV,7.1,244024
Ant-Man,4.377389323076923,2015,tt0478970,Action,BV,7.3,501213
Ant-Man,4.377389323076923,2015,tt0478970,Adventure,BV,7.3,501213
Ant-Man,4.377389323076923,2015,tt0478970,Comedy,BV,7.3,501213
Mary Poppins Returns,2.9498996615384616,2018,tt5028340,Comedy,BV,6.9,52103
Mary Poppins Returns,2.9498996615384616,2018,tt5028340,Family,BV,6.9,52103
Mary Poppins Returns,2.9498996615384616,2018,tt5028340,Fantasy,BV,6.9,52103
Puss in Boots,4.4172921615384615,2011,tt0448694,Action,P/DW,6.6,133355
Puss in Boots,4.4172921615384615,2011,tt0448694,Adventure,P/DW,6.6,133355
Puss in Boots,4.4172921615384615,2011,tt0448694,Animation,P/DW,6.6,133355
Megamind,2.617715853846154,2010,tt1001526,Action,P/DW,7.3,207488
Megamind,2.617715853846154,2010,tt1001526,Animation,P/DW,7.3,207488
Megamind,2.617715853846154,2010,tt1001526,Comedy,P/DW,7.3,207488
Rio 2,3.802959430769231,2014,tt2357291,Adventure,Fox,6.3,72209
Rio 2,3.802959430769231,2014,tt2357291,Animation,Fox,6.3,72209
Rio 2,3.802959430769231,2014,tt2357291,Comedy,Fox,6.3,72209
Salt,2.145860476923077,2010,tt0944835,Action,Sony,6.4,277204
Salt,2.145860476923077,2010,tt0944835,Mystery,Sony,6.4,277204
Salt,2.145860476923077,2010,tt0944835,Thriller,Sony,6.4,277204
Noah,2.4925469923076924,2014,tt1959490,Action,Par.,5.8,229326
Noah,2.4925469923076924,2014,tt1959490,Adventure,Par.,5.8,229326
Noah,2.4925469923076924,2014,tt1959490,Drama,Par.,5.8,229326
The Adventures of Tintin,2.473736784615385,2011,tt0983193,Action,Par.,7.3,202430
The Adventures of Tintin,2.473736784615385,2011,tt0983193,Adventure,Par.,7.3,202430
The Adventures of Tintin,2.473736784615385,2011,tt0983193,Animation,Par.,7.3,202430
After Earth,1.4001674,2013,tt1815862,Action,Sony,4.8,181687
After Earth,1.4001674,2013,tt1815862,Adventure,Sony,4.8,181687
After Earth,1.4001674,2013,tt1815862,Drama,Sony,4.8,181687
R.I.P.D.,-0.13311128461538463,2013,tt0790736,Action,Uni.,5.6,109078
R.I.P.D.,-0.13311128461538463,2013,tt0790736,Adventure,Uni.,5.6,109078
R.I.P.D.,-0.13311128461538463,2013,tt0790736,Comedy,Uni.,5.6,109078
Night at the Museum: Secret of the Tomb,2.6811278897637796,2014,tt2692250,Adventure,Fox,6.2,93103
Night at the Museum: Secret of the Tomb,2.6811278897637796,2014,tt2692250,Comedy,Fox,6.2,93103
Night at the Museum: Secret of the Tomb,2.6811278897637796,2014,tt2692250,Family,Fox,6.2,93103
The Hunger Games: Mockingjay - Part 1,7.829688128,2014,tt1951265,Action,LGF,6.6,379050
The Hunger Games: Mockingjay - Part 1,7.829688128,2014,tt1951265,Adventure,LGF,6.6,379050
The Hunger Games: Mockingjay - Part 1,7.829688128,2014,tt1951265,Sci-Fi,LGF,6.6,379050
Fast Five,5.721558232,2011,tt1596343,Action,Uni.,7.3,329892
Fast Five,5.721558232,2011,tt1596343,Crime,Uni.,7.3,329892
Fast Five,5.721558232,2011,tt1596343,Thriller,Uni.,7.3,329892
Sherlock Holmes: A Game of Shadows,4.780094888,2011,tt1515091,Action,WB,7.5,394189
Sherlock Holmes: A Game of Shadows,4.780094888,2011,tt1515091,Adventure,WB,7.5,394189
Sherlock Holmes: A Game of Shadows,4.780094888,2011,tt1515091,Crime,WB,7.5,394189
The Boss Baby,4.48705436,2017,tt3874544,Adventure,Fox,6.3,93730
The Boss Baby,4.48705436,2017,tt3874544,Animation,Fox,6.3,93730
The Boss Baby,4.48705436,2017,tt3874544,Comedy,Fox,6.3,93730
Trolls,2.982857584,2016,tt1679335,Adventure,Fox,6.5,63295
Trolls,2.982857584,2016,tt1679335,Animation,Fox,6.5,63295
Trolls,2.982857584,2016,tt1679335,Comedy,Fox,6.5,63295
Prometheus,3.231402792,2012,tt1446714,Adventure,Fox,7.0,538720
Prometheus,3.231402792,2012,tt1446714,Mystery,Fox,7.0,538720
Prometheus,3.231402792,2012,tt1446714,Sci-Fi,Fox,7.0,538720
The Bourne Legacy,2.14847832,2012,tt1194173,Action,Uni.,6.7,268678
The Bourne Legacy,2.14847832,2012,tt1194173,Adventure,Uni.,6.7,268678
The Bourne Legacy,2.14847832,2012,tt1194173,Thriller,Uni.,6.7,268678
Skyscraper,1.980285232,2018,tt5758778,Action,Uni.,5.8,81193
Skyscraper,1.980285232,2018,tt5758778,Adventure,Uni.,5.8,81193
Skyscraper,1.980285232,2018,tt5758778,Thriller,Uni.,5.8,81193
Jason Bourne,3.8196769666666666,2016,tt4196776,Action,Uni.,6.6,190596
Jason Bourne,3.8196769666666666,2016,tt4196776,Thriller,Uni.,6.6,190596
Life of Pi,5.215825208333333,2012,tt0454876,Adventure,Fox,7.9,535836
Life of Pi,5.215825208333333,2012,tt0454876,Drama,Fox,7.9,535836
Life of Pi,5.215825208333333,2012,tt0454876,Fantasy,Fox,7.9,535836
Elysium,2.1603517333333335,2013,tt1535108,Action,TriS,6.6,395572
Elysium,2.1603517333333335,2013,tt1535108,Drama,TriS,6.6,395572
Elysium,2.1603517333333335,2013,tt1535108,Sci-Fi,TriS,6.6,395572
Oblivion,2.1418655666666666,2013,tt1483013,Action,Uni.,7.0,453966
Oblivion,2.1418655666666666,2013,tt1483013,Adventure,Uni.,7.0,453966
Oblivion,2.1418655666666666,2013,tt1483013,Sci-Fi,Uni.,7.0,453966
Fantastic Four,0.8663894583333334,2015,tt1502712,Action,Fox,4.3,140148
Fantastic Four,0.8663894583333334,2015,tt1502712,Adventure,Fox,4.3,140148
Fantastic Four,0.8663894583333334,2015,tt1502712,Drama,Fox,4.3,140148
The Wolverine,3.7740322086956524,2013,tt1430132,Action,Fox,6.7,401286
The Wolverine,3.7740322086956524,2013,tt1430132,Adventure,Fox,6.7,401286
The Wolverine,3.7740322086956524,2013,tt1430132,Sci-Fi,Fox,6.7,401286
Gulliver's Travels,1.4535456160714286,2010,tt1320261,Adventure,Fox,4.9,61178
Gulliver's Travels,1.4535456160714286,2010,tt1320261,Comedy,Fox,4.9,61178
Gulliver's Travels,1.4535456160714286,2010,tt1320261,Family,Fox,4.9,61178
Ferdinand,2.3716964864864867,2017,tt3411444,Adventure,Fox,6.7,40229
Ferdinand,2.3716964864864867,2017,tt3411444,Animation,Fox,6.7,40229
Ferdinand,2.3716964864864867,2017,tt3411444,Comedy,Fox,6.7,40229
Deadpool 2,9.102475381818182,2018,tt5463162,Action,Fox,7.8,391735
Deadpool 2,9.102475381818182,2018,tt5463162,Adventure,Fox,7.8,391735
Deadpool 2,9.102475381818182,2018,tt5463162,Comedy,Fox,7.8,391735
Gravity,7.798103436363636,2013,tt1454468,Drama,WB,7.7,710018
Gravity,7.798103436363636,2013,tt1454468,Sci-Fi,WB,7.7,710018
Gravity,7.798103436363636,2013,tt1454468,Thriller,WB,7.7,710018
San Andreas,4.558630645454546,2015,tt2126355,Action,WB (NL),6.1,192750
San Andreas,4.558630645454546,2015,tt2126355,Adventure,WB (NL),6.1,192750
San Andreas,4.558630645454546,2015,tt2126355,Drama,WB (NL),6.1,192750
The Smurfs,5.421486190909091,2011,tt0472181,Adventure,Sony,5.5,77577
The Smurfs,5.421486190909091,2011,tt0472181,Animation,Sony,5.5,77577
The Smurfs,5.421486190909091,2011,tt0472181,Comedy,Sony,5.5,77577
The Green Hornet,1.9812322272727272,2011,tt0990407,Action,Sony,5.8,148622
The Green Hornet,1.9812322272727272,2011,tt0990407,Comedy,Sony,5.8,148622
The Green Hornet,1.9812322272727272,2011,tt0990407,Crime,Sony,5.8,148622
Real Steel,2.1758513636363634,2011,tt0433035,Action,BV,7.1,283534
Real Steel,2.1758513636363634,2011,tt0433035,Drama,BV,7.1,283534
Real Steel,2.1758513636363634,2011,tt0433035,Family,BV,7.1,283534
The A-Team,1.3133024545454546,2010,tt0429493,Action,Fox,6.8,235256
The A-Team,1.3133024545454546,2010,tt0429493,Adventure,Fox,6.8,235256
The A-Team,1.3133024545454546,2010,tt0429493,Thriller,Fox,6.8,235256
The Smurfs 2,2.8142300636363635,2013,tt2017020,Adventure,Sony,5.4,34229
The Smurfs 2,2.8142300636363635,2013,tt2017020,Animation,Sony,5.4,34229
The Smurfs 2,2.8142300636363635,2013,tt2017020,Comedy,Sony,5.4,34229
Ender's Game,0.7247315818181819,2013,tt1731141,Action,LG/S,6.6,211722
Ender's Game,0.7247315818181819,2013,tt1731141,Adventure,LG/S,6.6,211722
Ender's Game,0.7247315818181819,2013,tt1731141,Fantasy,LG/S,6.6,211722
The Martian,7.182454685185185,2015,tt3659388,Adventure,Fox,8.0,680116
The Martian,7.182454685185185,2015,tt3659388,Drama,Fox,8.0,680116
The Martian,7.182454685185185,2015,tt3659388,Sci-Fi,Fox,8.0,680116
Allied,0.5034408018867924,2016,tt3640424,Action,Par.,7.1,125741
Allied,0.5034408018867924,2016,tt3640424,Drama,Par.,7.1,125741
Allied,0.5034408018867924,2016,tt3640424,Romance,Par.,7.1,125741
Ice Age: Collision Course,3.4401875238095236,2016,tt3416828,Adventure,Fox,5.7,48932
Ice Age: Collision Course,3.4401875238095236,2016,tt3416828,Animation,Fox,5.7,48932
Ice Age: Collision Course,3.4401875238095236,2016,tt3416828,Comedy,Fox,5.7,48932
Kingsman: The Golden Circle,3.8946012884615384,2017,tt4649466,Action,Fox,6.8,230797
Kingsman: The Golden Circle,3.8946012884615384,2017,tt4649466,Adventure,Fox,6.8,230797
Kingsman: The Golden Circle,3.8946012884615384,2017,tt4649466,Comedy,Fox,6.8,230797
A Wrinkle in Time,1.2706843689320388,2018,tt1620680,Adventure,BV,4.2,34888
A Wrinkle in Time,1.2706843689320388,2018,tt1620680,Family,BV,4.2,34888
A Wrinkle in Time,1.2706843689320388,2018,tt1620680,Fantasy,BV,4.2,34888
Bumblebee,4.807756647058824,2018,tt4701182,Action,Par.,6.9,94155
Bumblebee,4.807756647058824,2018,tt4701182,Adventure,Par.,6.9,94155
Bumblebee,4.807756647058824,2018,tt4701182,Sci-Fi,Par.,6.9,94155
Cloud Atlas,0.5468767254901961,2012,tt1371111,Action,WB,7.4,326473
Cloud Atlas,0.5468767254901961,2012,tt1371111,Drama,WB,7.4,326473
Cloud Atlas,0.5468767254901961,2012,tt1371111,Mystery,WB,7.4,326473
Django Unchained,5.12753757,2012,tt1853728,Drama,Wein.,8.4,1211405
Django Unchained,5.12753757,2012,tt1853728,Western,Wein.,8.4,1211405
Little Fockers,3.59089174,2010,tt0970866,Comedy,Uni.,5.5,99222
Little Fockers,3.59089174,2010,tt0970866,Romance,Uni.,5.5,99222
The Other Guys,1.90156448,2010,tt1386588,Action,Sony,6.7,221664
The Other Guys,1.90156448,2010,tt1386588,Comedy,Sony,6.7,221664
The Other Guys,1.90156448,2010,tt1386588,Crime,Sony,6.7,221664
The Wolf of Wall Street,4.06771108,2013,tt0993846,Biography,Par.,8.2,1035358
The Wolf of Wall Street,4.06771108,2013,tt0993846,Crime,Par.,8.2,1035358
The Wolf of Wall Street,4.06771108,2013,tt0993846,Drama,Par.,8.2,1035358
Epic,2.70313123,2013,tt0848537,Adventure,Fox,6.7,95318
Epic,2.70313123,2013,tt0848537,Animation,Fox,6.7,95318
Epic,2.70313123,2013,tt0848537,Family,Fox,6.7,95318
The Expendables 2,2.97007448,2012,tt1764651,Action,LGF,6.6,277584
The Expendables 2,2.97007448,2012,tt1764651,Adventure,LGF,6.6,277584
The Expendables 2,2.97007448,2012,tt1764651,Thriller,LGF,6.6,277584
The Tourist,2.46362526,2010,tt1243957,Action,Sony,6.0,206714
The Tourist,2.46362526,2010,tt1243957,Adventure,Sony,6.0,206714
The Tourist,2.46362526,2010,tt1243957,Thriller,Sony,6.0,206714
Legend of the Guardians: The Owls of Ga'Hoole,0.9539203,2010,tt1219342,Action,WB,7.0,73790
Legend of the Guardians: The Owls of Ga'Hoole,0.9539203,2010,tt1219342,Adventure,WB,7.0,73790
Legend of the Guardians: The Owls of Ga'Hoole,0.9539203,2010,tt1219342,Animation,WB,7.0,73790
The Expendables 3,1.48783922,2014,tt2333784,Action,LGF,6.1,156432
The Expendables 3,1.48783922,2014,tt2333784,Adventure,LGF,6.1,156432
The Expendables 3,1.48783922,2014,tt2333784,Thriller,LGF,6.1,156432
Green Zone,0.33020357,2010,tt0947810,Action,Uni.,6.8,122132
Green Zone,0.33020357,2010,tt0947810,Drama,Uni.,6.8,122132
Green Zone,0.33020357,2010,tt0947810,Thriller,Uni.,6.8,122132
Geostorm,1.54496169,2017,tt1981128,Action,WB,5.3,78287
Geostorm,1.54496169,2017,tt1981128,Sci-Fi,WB,5.3,78287
Geostorm,1.54496169,2017,tt1981128,Thriller,WB,5.3,78287
In the Heart of the Sea,0.14714067,2015,tt1390411,Action,WB,6.9,108628
In the Heart of the Sea,0.14714067,2015,tt1390411,Adventure,WB,6.9,108628
In the Heart of the Sea,0.14714067,2015,tt1390411,Biography,WB,6.9,108628
Transcendence,0.26061567,2014,tt2209764,Action,WB,6.3,204481
Transcendence,0.26061567,2014,tt2209764,Drama,WB,6.3,204481
Transcendence,0.26061567,2014,tt2209764,Sci-Fi,WB,6.3,204481
Mortal Engines,0.01238457,2018,tt1571234,Action,Uni.,6.1,70193
Mortal Engines,0.01238457,2018,tt1571234,Adventure,Uni.,6.1,70193
Mortal Engines,0.01238457,2018,tt1571234,Fantasy,Uni.,6.1,70193
The Peanuts Movie,2.8411113232323233,2015,tt2452042,Adventure,Fox,7.1,39149
The Peanuts Movie,2.8411113232323233,2015,tt2452042,Animation,Fox,7.1,39149
The Peanuts Movie,2.8411113232323233,2015,tt2452042,Comedy,Fox,7.1,39149
Alien: Covenant,2.2245698762886597,2017,tt2316204,Horror,Fox,6.4,226920
Alien: Covenant,2.2245698762886597,2017,tt2316204,Sci-Fi,Fox,6.4,226920
Alien: Covenant,2.2245698762886597,2017,tt2316204,Thriller,Fox,6.4,226920
Ice Age: Continental Drift,9.958810315789474,2012,tt1667889,Adventure,Fox,6.6,175601
Ice Age: Continental Drift,9.958810315789474,2012,tt1667889,Animation,Fox,6.6,175601
Ice Age: Continental Drift,9.958810315789474,2012,tt1667889,Comedy,Fox,6.6,175601
Sex and the City 2,3.1055628421052632,2010,tt1261945,Comedy,WB (NL),4.4,69199
Sex and the City 2,3.1055628421052632,2010,tt1261945,Drama,WB (NL),4.4,69199
Sex and the City 2,3.1055628421052632,2010,tt1261945,Romance,WB (NL),4.4,69199
The Campaign,1.0191104421052632,2012,tt1790886,Comedy,WB,6.1,118678
Unstoppable,1.6029880315789473,2010,tt0477080,Action,Fox,6.8,173019
Unstoppable,1.6029880315789473,2010,tt0477080,Thriller,Fox,6.8,173019
Rise of the Planet of the Apes,5.965014892473119,2011,tt1318514,Action,Fox,7.6,473020
Rise of the Planet of the Apes,5.965014892473119,2011,tt1318514,Drama,Fox,7.6,473020
Rise of the Planet of the Apes,5.965014892473119,2011,tt1318514,Sci-Fi,Fox,7.6,473020
A Good Day to Die Hard,3.039113,2013,tt1606378,Action,Fox,5.3,188383
A Good Day to Die Hard,3.039113,2013,tt1606378,Thriller,Fox,5.3,188383
The Secret Life of Walter Mitty,1.704373857142857,2013,tt0359950,Adventure,Fox,7.3,275300
The Secret Life of Walter Mitty,1.704373857142857,2013,tt0359950,Comedy,Fox,7.3,275300
The Secret Life of Walter Mitty,1.704373857142857,2013,tt0359950,Drama,Fox,7.3,275300
Jumanji: Welcome to the Jungle,14.211167877777777,2017,tt2283362,Action,Sony,7.0,242735
Jumanji: Welcome to the Jungle,14.211167877777777,2017,tt2283362,Adventure,Sony,7.0,242735
Jumanji: Welcome to the Jungle,14.211167877777777,2017,tt2283362,Comedy,Sony,7.0,242735
Rio,6.012662422222222,2011,tt1436562,Adventure,Fox,6.9,191621
Rio,6.012662422222222,2011,tt1436562,Animation,Fox,6.9,191621
Rio,6.012662422222222,2011,tt1436562,Comedy,Fox,6.9,191621
Alvin and the Chipmunks: The Road Chip,2.7267215888888887,2015,tt2974918,Adventure,Fox,5.1,14507
Alvin and the Chipmunks: The Road Chip,2.7267215888888887,2015,tt2974918,Animation,Fox,5.1,14507
Alvin and the Chipmunks: The Road Chip,2.7267215888888887,2015,tt2974918,Comedy,Fox,5.1,14507
Pixels,2.5867532222222223,2015,tt2120120,Action,Sony,5.6,119789
Pixels,2.5867532222222223,2015,tt2120120,Comedy,Sony,5.6,119789
Pixels,2.5867532222222223,2015,tt2120120,Sci-Fi,Sony,5.6,119789
Percy Jackson: Sea of Monsters,1.9935456444444444,2013,tt1854564,Adventure,Fox,5.8,102313
Percy Jackson: Sea of Monsters,1.9935456444444444,2013,tt1854564,Family,Fox,5.8,102313
Percy Jackson: Sea of Monsters,1.9935456444444444,2013,tt1854564,Fantasy,Fox,5.8,102313
Now You See Me 2,3.371117188888889,2016,tt3110958,Action,LG/S,6.5,216219
Now You See Me 2,3.371117188888889,2016,tt3110958,Adventure,LG/S,6.5,216219
Now You See Me 2,3.371117188888889,2016,tt3110958,Comedy,LG/S,6.5,216219
Tomb Raider,2.6858700444444445,2018,tt1365519,Action,WB,6.3,163560
Tomb Raider,2.6858700444444445,2018,tt1365519,Adventure,WB,6.3,163560
Tomb Raider,2.6858700444444445,2018,tt1365519,Fantasy,WB,6.3,163560
The Nutcracker in 3D,-0.7704280555555556,2010,tt1041804,Action,Free,4.3,3119
The Nutcracker in 3D,-0.7704280555555556,2010,tt1041804,Family,Free,4.3,3119
The Nutcracker in 3D,-0.7704280555555556,2010,tt1041804,Fantasy,Free,4.3,3119
Divergent,4.023092470588235,2014,tt1840309,Action,LG/S,6.7,399703
Divergent,4.023092470588235,2014,tt1840309,Adventure,LG/S,6.7,399703
Divergent,4.023092470588235,2014,tt1840309,Mystery,LG/S,6.7,399703
Hotel Transylvania,5.197868941176471,2012,tt0837562,Animation,Sony,7.1,204571
Hotel Transylvania,5.197868941176471,2012,tt0837562,Comedy,Sony,7.1,204571
Hotel Transylvania,5.197868941176471,2012,tt0837562,Family,Sony,7.1,204571
Safe House,2.9379269647058823,2012,tt1599348,Action,Uni.,6.8,192655
Safe House,2.9379269647058823,2012,tt1599348,Adventure,Uni.,6.8,192655
Safe House,2.9379269647058823,2012,tt1599348,Crime,Uni.,6.8,192655
Tower Heist,1.6878766588235294,2011,tt0471042,Action,Uni.,6.2,125102
Tower Heist,1.6878766588235294,2011,tt0471042,Comedy,Uni.,6.2,125102
Tower Heist,1.6878766588235294,2011,tt0471042,Crime,Uni.,6.2,125102
Mirror Mirror,1.8064546941176471,2012,tt1667353,Adventure,Rela.,5.6,79510
Mirror Mirror,1.8064546941176471,2012,tt1667353,Comedy,Rela.,5.6,79510
Mirror Mirror,1.8064546941176471,2012,tt1667353,Drama,Rela.,5.6,79510
Arthur Christmas,1.3079952117647058,2011,tt1430607,Adventure,Sony,7.1,45439
Arthur Christmas,1.3079952117647058,2011,tt1430607,Animation,Sony,7.1,45439
Arthur Christmas,1.3079952117647058,2011,tt1430607,Comedy,Sony,7.1,45439
Cats & Dogs: The Revenge of Kitty Galore,0.8424957176470588,2010,tt1287468,Action,WB,4.3,12642
Cats & Dogs: The Revenge of Kitty Galore,0.8424957176470588,2010,tt1287468,Comedy,WB,4.3,12642
Cats & Dogs: The Revenge of Kitty Galore,0.8424957176470588,2010,tt1287468,Family,WB,4.3,12642
The Greatest Showman,5.678639571428572,2017,tt1485796,Biography,Fox,7.6,199663
The Greatest Showman,5.678639571428572,2017,tt1485796,Drama,Fox,7.6,199663
The Greatest Showman,5.678639571428572,2017,tt1485796,Musical,Fox,7.6,199663
The Expendables,3.528496317073171,2010,tt1320253,Action,LGF,6.5,307897
The Expendables,3.528496317073171,2010,tt1320253,Adventure,LGF,6.5,307897
The Expendables,3.528496317073171,2010,tt1320253,Thriller,LGF,6.5,307897
The Hunger Games,12.5741758875,2012,tt1392170,Action,LGF,7.2,795227
The Hunger Games,12.5741758875,2012,tt1392170,Adventure,LGF,7.2,795227
The Hunger Games,12.5741758875,2012,tt1392170,Sci-Fi,LGF,7.2,795227
The Hangover Part II,9.511607625,2011,tt1411697,Comedy,WB,6.5,432800
The Hangover Part II,9.511607625,2011,tt1411697,Mystery,WB,6.5,432800
Hotel Transylvania 2,6.9900051,2015,tt2510894,Animation,Sony,6.7,92905
Hotel Transylvania 2,6.9900051,2015,tt2510894,Comedy,Sony,6.7,92905
Hotel Transylvania 2,6.9900051,2015,tt2510894,Family,Sony,6.7,92905
Grown Ups 2,3.7586541625,2013,tt2191701,Comedy,Sony,5.4,128500
Alvin and the Chipmunks: Chipwrecked,5.0274489,2011,tt1615918,Adventure,Fox,4.4,28158
Alvin and the Chipmunks: Chipwrecked,5.0274489,2011,tt1615918,Animation,Fox,4.4,28158
Alvin and the Chipmunks: Chipwrecked,5.0274489,2011,tt1615918,Comedy,Fox,4.4,28158
Shutter Island,4.34343395,2010,tt1130884,Mystery,Par.,8.1,1005960
Shutter Island,4.34343395,2010,tt1130884,Thriller,Par.,8.1,1005960
Yogi Bear,2.8127587625,2010,tt1302067,Adventure,WB,4.6,18934
Yogi Bear,2.8127587625,2010,tt1302067,Animation,WB,4.6,18934
Yogi Bear,2.8127587625,2010,tt1302067,Comedy,WB,4.6,18934
