title,year,popularity,vote_average,vote_count
Joshua: Teenager vs. Superpower,2017,1.699,7.2,14
The Russian Revolution,2017,1.699,6.8,8
Sharing Christmas,2017,1.699,6.3,22
The Secret Life of Kyle,2017,1.698,6.8,4
Dayveon,2017,1.697,7.1,14
Stray Bullets,2017,1.696,6.7,7
Under an Arctic Sky,2017,1.69,7.8,21
Dementia 13,2017,1.689,4.8,17
Humor Me,2017,1.687,6.8,4
The Boy Downstairs,2018,1.687,5.6,18
Quest,2017,1.685,8.0,4
Afterburn/Aftershock,2017,1.685,5.0,5
Kuso,2017,1.68,6.2,22
Night of Too Many Stars: America Unites for Autism Programs,2017,1.676,8.0,2
Created Equal,2017,1.676,6.0,5
When Calls the Heart: The Christmas Wishing Tree,2017,1.672,6.0,7
Rodney King,2017,1.672,6.0,4
Mordeo,2017,1.67,5.0,1
One of Us,2017,1.668,7.2,38
Love Blossoms,2017,1.666,6.4,14
It Happened One Valentine's,2017,1.666,6.1,7
Betting On The Bride,2017,1.665,5.3,17
Bad Date Chronicles,2017,1.664,5.3,6
The Birthday Wish,2017,1.663,5.7,26
Secrets of My Stepdaughter,2017,1.663,4.4,12
Horror Show,2017,1.661,6.2,6
Rogue Warrior: Robot Fighter,2017,1.66,5.8,5
Fat Camp,2017,1.651,5.8,6
Painless,2017,1.651,5.4,6
Amnesia,2017,1.649,5.0,23
This Is Not What I Expected,2017,1.646,7.3,16
Mommy's Little Boy,2017,1.646,5.2,10
Lycan,2017,1.645,7.0,2
Deadly Secrets by the Lake,2017,1.644,5.6,6
Brad Paisley's Comedy Rodeo,2017,1.64,6.7,3
Close Calls,2017,1.64,3.7,3
A Mermaid's Tale,2017,1.638,5.0,12
Scales: Mermaids Are Real,2017,1.635,5.6,16
Go North,2017,1.635,3.1,7
Brave New Jersey,2017,1.631,4.8,6
Christmas Festival of Ice,2017,1.629,4.8,13
Blood Road,2017,1.627,7.5,4
Ex-Patriot,2017,1.621,5.0,12
Traffic Stop,2017,1.616,6.2,14
DeKalb Elementary,2017,1.615,7.6,14
Word is Bond,2017,1.615,6.0,1
The Village of No Return,2017,1.611,6.4,8
Saving Banksy,2017,1.61,6.6,21
VHS Massacre: Cult Films and the Decline of Physical Media,2016,1.61,5.9,13
Deadly Sorority,2017,1.609,6.4,7
Mission Control: The Unsung Heroes of Apollo,2017,1.602,7.7,13
Signature Move,2017,1.602,5.4,10
Tupac Assassination: Battle For Compton,2017,1.6,6.0,4
The Christmas Train,2017,1.598,5.5,20
Tyler Perry's Madea on the Run - The Play,2017,1.597,6.9,21
Walking the Dog,2017,1.596,5.8,11
The 60 Yard Line,2017,1.596,5.8,4
Vekh Baraatan Challiyan,2017,1.593,7.5,4
A Week in Watts,2017,1.591,6.4,5
Joker's Poltergeist,2015,1.588,3.2,9
Undercover Angel,2017,1.587,4.8,4
The Art of Us,2017,1.583,6.6,8
Patient Seventeen,2017,1.58,4.2,9
Pretty Boy,2015,1.575,8.2,29
Julian Schnabel: A Private Portrait,2017,1.575,7.2,6
Entropia,2017,1.574,8.0,1
Inheritance,2017,1.572,4.5,6
Happening: A Clean Energy Revolution,2017,1.567,6.5,4
Brand New Old Love,2017,1.567,6.0,1
Scramble,2017,1.565,4.1,7
The Wound,2017,1.564,6.8,21
In Extremis,2017,1.563,7.0,2
Michael Lost and Found,2017,1.563,6.3,11
Highway to Havasu,2017,1.555,4.0,3
My Christmas Prince,2017,1.553,6.1,16
Kyrsyä: Tuftland,2017,1.553,4.7,3
All for Love,2017,1.549,6.6,8
Escaping Dad,2017,1.549,5.9,11
Erotiquest,2017,1.548,9.0,1
The Moment You Fall in Love,2017,1.546,7.9,7
Tea Pets,2017,1.545,7.5,2
Saving Capitalism,2017,1.545,6.9,19
The Babymoon,2017,1.542,4.8,6
Axis,2017,1.541,8.0,2
The Pearl of Africa,2017,1.54,7.0,7
Batman & Bill,2017,1.537,7.8,26
Vir Das: Abroad Understanding,2017,1.536,6.8,20
House of Deadly Secrets,2017,1.53,4.3,8
Camera Obscura,2017,1.529,5.2,23
Let It Fall: Los Angeles 1982-1992,2017,1.527,7.8,10
A Royal Christmas Ball,2017,1.516,5.5,14
Cops and Robbers,2017,1.515,4.8,8
The Resurrection of Gavin Stone,2017,1.509,6.7,10
Snowmance,2017,1.503,5.5,15
Haze,2017,1.502,6.2,6
Time Toys,2017,1.5,6.0,16
Born Strong,2017,1.497,7.2,9
Never Here,2017,1.496,6.3,7
Oscar Pistorius: Blade Runner Killer,2017,1.492,5.0,8
The 13th Friday,2017,1.49,4.4,7
The One-Eyed King,2017,1.489,5.4,10
A Very Merry Toy Store,2017,1.487,5.6,12
No Snow For Christmas,2017,1.485,6.0,1
But Deliver Us from Evil,2017,1.485,5.2,5
The Haunting of Mia Moss,2017,1.484,5.0,1
Winter Wedding,2017,1.483,6.9,15
FTL,2017,1.481,5.0,2
Valley of Bones,2017,1.474,5.6,5
Cannibal Cop,2017,1.47,1.0,1
Stuff,2015,1.467,6.8,6
My Entire High School Sinking Into the Sea,2016,1.464,6.9,17
Anna,2017,1.463,3.1,8
Becks,2017,1.462,6.4,8
Face 2 Face,2017,1.46,6.1,22
Oklahoma City,2017,1.459,7.2,26
Wedding March 2: Resorting to Love,2017,1.453,5.2,6
Enchanted Christmas,2017,1.452,5.6,14
Demons,2017,1.45,5.4,16
Donald Cried,2017,1.448,6.1,12
High School Lover,2017,1.448,5.5,12
Us and Them,2017,1.447,5.6,7
Western World,2017,1.446,4.8,6
The Road Movie,2017,1.432,7.6,8
Hondros,2018,1.431,8.3,7
The Future of Work and Death,2017,1.43,6.0,3
Yamasong: March of the Hollows,2017,1.429,1.0,2
What if it Works?,2017,1.427,6.2,5
"Juliet, Juliet & Juliet",2017,1.426,6.0,1
Love on the Vines,2017,1.424,5.8,13
Martin Luther: The Idea that Changed the World,2017,1.419,6.5,6
#Captured,2017,1.418,3.2,6
Loco Love,2017,1.417,6.0,3
The Black Ghiandola,2017,1.417,6.0,1
Alien Contact: Outer Space,2017,1.41,5.5,11
Father Never Bothered,2017,1.407,6.9,17
Love at the Shore,2017,1.406,6.6,10
Look & See: A Portrait of Wendell Berry,2017,1.401,7.0,3
Parasites,2016,1.401,3.3,6
Good Enough,2017,1.4,10.0,1
The Things We've Seen,2017,1.4,10.0,2
about them.,2017,1.4,10.0,1
Slapface,2017,1.4,10.0,1
Spreading Darkness,2017,1.4,10.0,1
T&A Time Travelers,2017,1.4,10.0,1
The Good Time Girls,2017,1.4,9.7,3
World of Tomorrow Episode Two: The Burden of Other People's Thoughts,2017,1.4,8.7,12
George Michael: Freedom,2017,1.4,8.6,11
Breaking Point: The War for Democracy in Ukraine,2017,1.4,8.5,2
Plug Love,2017,1.4,8.2,6
The Lion Guard: The Rise of Scar,2017,1.4,8.0,2
Advent,2017,1.4,8.0,2
"Holiday Inn, the New Irving Berlin Musical: Live",2017,1.4,8.0,3
The Guardian,2017,1.4,8.0,1
The Patent Scam,2017,1.4,8.0,1
Wildlands,2017,1.4,8.0,1
They Are Mine!,2017,1.4,8.0,1
Meth Storm,2017,1.4,8.0,1
Revolution: New Art for a New World,2017,1.4,8.0,3
2031,2017,1.4,7.8,3
The Legend of 420,2017,1.4,7.7,12
Unearthed & Untold: The Path to Pet Sematary,2017,1.4,7.5,11
The Paris Opera,2017,1.4,7.2,10
Resurface,2017,1.4,7.1,11
Itzhak,2017,1.4,7.0,1
Ascent to Hell,2017,1.4,7.0,4
What Separates Us,2016,1.4,7.0,4
Romance at Reindeer Lodge,2017,1.4,6.8,13
Counterpunch,2017,1.4,6.7,17
The Jade Pendant,2017,1.4,6.7,3
"You, Me and Him",2017,1.4,6.6,9
Burlesque: Heart of the Glitter Tribe,2017,1.4,6.6,5
I Am Elizabeth Smart,2017,1.4,6.6,12
The Manual,2017,1.4,6.5,8
The Soul of War: Making 'Hacksaw Ridge',2017,1.4,6.5,6
Bobbi Jene,2017,1.4,6.5,6
Tokyo Idols,2017,1.4,6.5,19
A Cowgirl's Story,2017,1.4,6.5,8
Woman on the Run,2017,1.4,6.2,12
Mishka,2017,1.4,6.0,1
Do You Take This Man,2017,1.4,6.0,3
Imitation Girl,2017,1.4,5.8,6
The Bachelor Next Door,2017,1.4,5.8,5
Titanic: 20 Years Later with James Cameron,2017,1.4,5.8,4
Rodney Carrington: Here Comes The Truth,2017,1.4,5.8,4
G-Funk,2017,1.4,5.7,9
The Twin,2017,1.4,5.7,13
The Landlord,2017,1.4,5.7,3
Carnivore: Werewolf of London,2017,1.4,5.7,3
Love by the 10th Date,2017,1.4,5.7,6
Savageland,2017,1.4,5.7,16
Ring of Deception,2017,1.4,5.5,2
Mississippi Murder,2017,1.4,5.5,5
Unwritten Obsession,2017,1.4,5.4,7
Bill Nye: Science Guy,2017,1.4,5.4,12
Running Shaadi,2017,1.4,5.3,3
Follow Me,2017,1.4,5.2,5
People You May Know,2017,1.4,5.1,14
"All Male, All Nude",2017,1.4,5.0,4
The Wrong Nanny,2017,1.4,5.0,3
N.O.L.A Circus,2017,1.4,5.0,2
Served Like a Girl,2017,1.4,5.0,1
Psychopaths,2017,1.4,5.0,9
Blue Line,2017,1.4,5.0,2
11:55,2017,1.4,5.0,8
The Wrong Bed: Naked Pursuit,2017,1.4,4.7,3
Alpha & Omega: Journey to Bear Kingdom,2017,1.4,4.7,3
Mommy I Didn't Do It,2017,1.4,4.6,7
Addicted to Porn: Chasing the Cardboard Butterfly,2017,1.4,4.5,4
Treasure Hounds,2017,1.4,4.4,5
Random Tropical Paradise,2017,1.4,4.3,4
Dawning of the Dead,2017,1.4,4.1,5
Art Show Bingo,2017,1.4,4.0,1
Cooking with Bill: Damasu 950,2017,1.4,4.0,1
Free and Easy,2017,1.4,4.0,2
Amy Schumer Presents Mark Normand: Don't Be Yourself,2017,1.4,4.0,2
They,2017,1.4,3.8,8
Attack Of The Southern Fried Zombies,2017,1.4,3.7,3
Laser Force,2017,1.4,3.5,2
Land Shark,2017,1.4,3.3,2
District C-11,2017,1.4,1.5,2
Comedy Central's Colossal Clusterfest,2017,1.4,1.0,1
Fractional,2015,1.4,1.0,1
Seam,2017,1.4,0.0,1
Strapped for Danger,2017,1.399,7.0,1
Fallen Stars,2017,1.399,6.5,6
Little Pink House,2018,1.398,6.2,6
Displacement,2017,1.398,4.2,7
Mississippi River Sharks,2017,1.396,2.6,5
Battle of Okinawa in Color,2017,1.394,9.0,1
Mad About Being Mad,2017,1.393,10.0,1
Warmish,2017,1.391,10.0,1
I Called Him Morgan,2016,1.39,7.4,16
Maktub,2017,1.389,7.3,6
Alien Implant,2017,1.389,5.5,11
Be My Cat: A Film for Anne,2016,1.381,7.0,15
Kaleidoscope,2017,1.379,5.4,12
The Year of Spectacular Men,2018,1.378,4.7,12
Unrest,2017,1.374,7.5,15
Crown Heights,2017,1.372,7.0,30
Steelmanville Road,2017,1.371,4.6,5
May It Last: A Portrait of the Avett Brothers,2017,1.364,8.0,6
Entanglement,2017,1.364,5.2,6
FALL,2017,1.363,1.0,1
Magical Christmas Ornaments,2017,1.362,5.9,21
It Watches,2016,1.361,3.1,7
The Journey Is the Destination,2017,1.36,6.8,16
Smocaine 3,2017,1.355,9.0,4
The Horse Dancer,2017,1.354,5.4,8
Tickling Giants,2017,1.351,8.0,14
Game of Death,2017,1.348,5.0,4
The Truth Is in the Stars,2017,1.341,6.8,6
Christmas Homecoming,2017,1.335,6.1,9
The Boss Baby and Tim's Treasure Hunt Through Time,2017,1.331,5.6,5
Fasting,2017,1.33,6.5,2
Chris Gethard: Career Suicide,2017,1.325,7.7,6
Dawson City: Frozen Time,2017,1.325,7.1,13
Instrument of War,2017,1.323,6.2,6
Son of Sofia,2017,1.322,7.3,7
From the Ashes,2017,1.322,6.0,3
Cop and a Half: New Recruit,2017,1.322,5.7,13
I Needed Color,2017,1.321,8.1,13
Girl Flu.,2016,1.321,4.6,7
Alien Domicile,2017,1.321,3.0,3
My Favorite Wedding,2017,1.317,6.5,13
Werewolves of the Third Reich,2017,1.314,2.2,3
Cinema Through the Eye of Magnum,2017,1.31,8.0,2
Mamaboy,2017,1.304,4.0,3
Sacrilege,2017,1.301,4.3,9
And So We Put Goldfish in the Pool,2017,1.3,7.0,5
Final Vision,2017,1.298,6.3,4
Return to... Return to Nuke 'Em High AKA Vol. 2,2017,1.297,8.3,4
Playing with Dolls: Havoc,2017,1.295,4.5,4
House by the Lake,2016,1.294,3.5,4
Kept Boy,2017,1.292,7.5,4
Christina P: Mother Inferior,2017,1.291,6.7,10
Watch the Sky,2017,1.289,7.0,2
The Preacher's Son,2017,1.289,6.3,6
Whose Streets?,2017,1.285,5.2,10
Swing State,2017,1.285,3.2,5
Ten: Murder Island,2017,1.281,4.5,4
Don't Go Into the Pool at Night,2017,1.274,6.0,1
Water & Power: A California Heist,2017,1.273,7.3,4
A Very Country Christmas,2017,1.272,5.9,13
The Watcher in the Woods,2017,1.271,5.3,4
Post Human: An Event,2017,1.268,3.0,1
Dungeons of Ecstasy,2017,1.266,1.0,1
Larry,2017,1.265,6.0,3
Aaron's Blood,2017,1.265,4.8,9
King of the Dancehall,2017,1.264,10.0,2
Some Like It Hot,2017,1.263,8.0,2
Cut to the Chase,2017,1.263,6.6,5
Barbie Dreamtopia: Festival of Fun,2017,1.262,6.2,5
Fare,2017,1.26,4.2,5
Dealt,2017,1.259,7.9,10
The David S. Pumpkins Halloween Special,2017,1.259,4.8,9
Bigfoot Horror Camp,2017,1.259,3.0,1
While the Wolf's Away,2017,1.258,7.5,9
Evil Bong 666,2017,1.257,5.3,4
King Cohen: The Wild World of Filmmaker Larry Cohen,2018,1.256,7.2,6
B&B,2017,1.256,6.2,10
Illicit,2017,1.255,4.5,4
Becoming Warren Buffett,2017,1.245,7.5,18
"Sweet, Sweet Lonely Girl",2016,1.243,6.1,17
Badder Ben,2017,1.243,5.6,7
The Christmas Cure,2017,1.242,5.0,6
Ex-Wife Killer,2017,1.241,4.3,3
Queercore: How to Punk a Revolution,2017,1.239,7.0,3
Chingo Bling: They Can't Deport Us All,2017,1.239,4.3,3
Alien: Covenant Epilogue - Advent,2017,1.236,10.0,1
Calico Skies,2017,1.236,6.3,4
The Family I Had,2017,1.232,5.0,4
The Eyes,2017,1.227,6.3,8
The Erlprince,2017,1.227,4.5,4
The Robot Chicken Walking Dead Special: Look Who's Walking,2017,1.226,6.2,15
Step,2017,1.225,8.4,10
The Silent Child,2017,1.224,7.6,23
Wrapped Up In Christmas,2017,1.223,6.3,9
Mad to Be Normal,2017,1.218,6.8,9
Ryan Hamilton: Happy Face,2017,1.216,6.8,16
Lucas Brothers: On Drugs,2017,1.216,5.1,10
Shopkins World Vacation,2017,1.214,5.5,2
"Sex, Guaranteed",2017,1.211,5.5,6
Trailer Park Shark,2017,1.208,5.8,5
The Force,2017,1.207,7.0,9
Pure Country: Pure Heart,2017,1.205,6.3,6
Palace of Fun,2017,1.203,8.0,2
Mechanics of Love,2017,1.203,6.7,3
12 Pound Balls,2017,1.202,6.3,3
A Deadly Affair,2017,1.2,4.3,3
Becoming Cary Grant,2017,1.198,7.1,7
200 Degrees,2017,1.193,4.9,9
Minutes Past Midnight,2016,1.193,4.8,23
In Perfect Health,2017,1.192,7.0,1
Menorca,2016,1.191,4.6,5
(Romance) in the Digital Age,2017,1.189,6.0,1
Psycho In-Law,2017,1.189,5.5,2
Comedy Ensani,2017,1.188,10.0,1
Barbra: The Music ... The Mem'ries ... The Magic!,2017,1.188,8.0,8
Summer Camp Island,2017,1.186,8.0,2
Cat Skin,2017,1.186,1.0,1
Northern Lights: A Journey to Love,2017,1.185,6.0,1
Girlfriend Killer,2017,1.184,4.5,2
Sorceress,2017,1.182,6.0,2
Walk of Fame,2017,1.182,4.0,16
Transformers: Titans Return,2017,1.18,4.5,2
Along for the Ride,2017,1.179,10.0,2
On the Record: Sam Smith - The Thrill of It All,2017,1.179,8.5,2
Britney Ever After,2017,1.179,2.4,17
Bobbi Kristina,2017,1.178,8.5,2
Bob Dylan: Trouble No More,2017,1.178,6.0,2
Rumble: The Indians Who Rocked the World,2017,1.177,10.0,2
Teach Us All,2017,1.177,7.0,2
Under the Bed,2017,1.177,4.1,7
Avarice,2017,1.176,6.0,1
Dim the Fluorescents,2017,1.176,4.7,3
100 Years,2017,1.175,6.0,1
Maria Sharapova: The Point,2017,1.173,5.5,2
Frazier Park Recut,2017,1.172,7.5,2
Steve Byrne: Tell The Damn Joke,2017,1.171,7.0,2
Love at First Sight,2017,1.171,6.0,2
Glamour Dolls,2017,1.17,10.0,2
Who the Fuck is That Guy?: The Fabulous Journey of Michael Alago,2017,1.169,6.3,5
Renegades: The Requiem: Part 1,2017,1.169,5.5,2
Werewolf Bitches from Outer Space,2017,1.169,1.5,2
Stage Fright,2017,1.164,6.2,6
"Black Dog, Red Dog",2017,1.161,7.5,2
Dina,2017,1.159,6.4,9
Two Female Spies with Flowered Panties,2017,1.156,6.0,1
The Toymaker,2017,1.153,5.5,7
Decorating Disney: Holiday Magic,2017,1.152,10.0,1
Restraint,2017,1.152,4.3,3
Sinbad and the War of the Furies,2016,1.151,5.6,7
Murder on the Cape,2017,1.151,3.2,9
Revolt of the Empire of the Apes,2017,1.151,2.0,1
Mr. Fish: Cartooning from the Deep End,2017,1.15,7.0,1
My Nephew Emmett,2017,1.15,7.0,7
Tell 'em Steve-Dave: Episode #355 - The 2017 Overdose Full Special,2017,1.149,10.0,1
Chinese Chariots Revealed,2017,1.148,7.0,1
Anjelah Johnson: Mahalo & Goodnight,2017,1.147,4.0,1
Divine Divas,2017,1.145,8.3,8
Mankiller,2017,1.143,6.0,1
Ascent,2017,1.143,5.0,1
An Hour Behind,2017,1.143,4.5,9
Tomorrow Ever After,2017,1.142,8.0,1
The Big Fat City,2017,1.142,4.0,1
Metric: Dreams So Real,2017,1.141,7.0,1
The Family,2017,1.141,6.3,3
Hitler's Hollywood,2018,1.141,6.1,7
The Sounding,2017,1.14,10.0,1
Bitch,2017,1.14,5.0,1
Destined,2017,1.139,6.0,3
"Diana, Our Mother: Her Life and Legacy",2017,1.138,7.6,16
Don't Come Back from the Moon,2019,1.138,4.5,3
In Pursuit of Silence,2016,1.134,6.4,7
The Reagan Show,2017,1.132,6.6,5
Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,2017,1.127,7.0,13
Cathy's Curse,1980,1.126,5.2,14
Strip Club Massacre,2017,1.119,4.4,7
The Revival,2017,1.118,5.8,7
Beautiful Accident,2017,1.118,5.3,5
Rockaway,2017,1.115,7.0,4
Ghost Note,2017,1.111,4.6,5
Alive and Kicking,2017,1.11,8.1,8
Black Sabbath: The End of The End,2017,1.107,7.9,8
The Tank,2017,1.105,7.3,4
Discovering Bigfoot,2017,1.102,5.1,12
Christmas in Mississippi,2017,1.099,6.4,12
Eric Clapton: Life in 12 Bars,2017,1.098,7.4,15
Running Away,2017,1.098,5.7,6
Te Ata,2017,1.088,7.9,6
Daddy,2017,1.088,5.6,7
Espionage Tonight,2017,1.086,4.6,5
Wasted! The Story of Food Waste,2017,1.085,7.4,7
96 Souls,2016,1.083,4.8,4
Z/Rex: The Jurassic Dead,2017,1.083,2.8,5
Hell on Earth: The Fall of Syria and the Rise of ISIS,2017,1.079,7.8,6
One Under the Sun,2017,1.078,3.3,4
Overwatch Animated Short: Honor and Glory,2017,1.077,8.3,20
Death Fighter,2017,1.077,7.5,2
Christmas in the Heartland,2017,1.077,6.2,13
Angry Angel,2017,1.075,5.4,10
Tonight It's You,2016,1.071,6.3,7
The Avenue,2017,1.069,3.0,3
Can't Take It Back,2017,1.067,3.3,6
Locked in,2017,1.066,5.0,4
Grow House,2017,1.063,8.5,4
Michael Jackson's Halloween,2017,1.063,4.5,4
Forsaken,2017,1.062,6.6,4
Sisters of the Groom,2017,1.06,4.8,6
Joe Mande's Award-Winning Comedy Special,2017,1.059,7.4,5
Psycho Brother-In-Law,2017,1.054,5.0,3
A Witches' Ball,2017,1.05,5.9,11
Puppet Master: Axis Termination,2017,1.047,3.0,2
Star Wars Rebels: Heroes of Mandalore,2017,1.046,7.8,4
Kinda Funny Live 3,2017,1.045,8.0,2
"Awake, a Dream from Standing Rock",2017,1.045,6.8,4
"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",2016,1.044,9.3,4
All This Panic,2017,1.044,5.8,5
The Wrong Crush,2017,1.044,4.7,6
Escape Artist,2017,1.043,7.3,3
Herbert West: Re-Animator,2017,1.043,5.3,4
Easter Bunny Adventure,2017,1.042,5.8,4
Beyond the Known World,2017,1.042,5.0,2
Deadly Expose,2017,1.042,3.0,2
Manje Bistre,2017,1.041,5.8,5
Wishing Box,2017,1.041,5.3,3
A Suitable Girl,2017,1.039,6.6,4
Genesee,2016,1.038,9.3,6
The Trouble with Mistletoe,2017,1.038,6.0,1
The Middle Finger,2017,1.036,5.5,2
Sweet Home Carolina,2017,1.036,5.2,5
Elle Fanning's Fan Fantasy,2017,1.032,7.5,20
Reel Nightmare,2017,1.03,6.0,3
Ravenswood,2017,1.028,4.3,8
Maddman: The Steve Madden Story,2017,1.026,6.3,3
Blind Sex,2017,1.025,10.0,1
Second Chance Christmas,2017,1.02,6.4,9
Not a War Story,2017,1.02,4.5,2
Tom Clancy’s Ghost Recon Wildlands: War Within The Cartel,2017,1.019,6.2,5
The Harrowing,2017,1.018,4.7,3
Jeff Ross Roasts the Border,2017,1.017,7.5,4
Project Eden: Vol. I,2018,1.017,6.0,4
No One,2017,1.016,5.0,3
Valley of Ditches,2017,1.016,4.6,9
"Tulipani, Love, Honour and a Bicycle",2017,1.013,7.8,9
The Ballad of Cleopatra,2017,1.012,10.0,1
McDick,2017,1.012,7.2,3
Laddie,2017,1.011,1.0,4
Twenty Twenty-Four,2017,1.01,4.8,5
Mrs. Fang,2017,1.008,5.0,4
Ghost of the Mountains,2017,1.007,7.3,3
Hired Gun,2017,1.006,7.5,19
Chapter & Verse,2017,1.006,7.0,4
MDMA,2017,1.005,5.5,3
Juarez 2045,2017,1.005,4.0,3
Blood Money,2017,1.001,3.8,4
Drag Becomes Him,2015,1.0,7.8,5
Cold Ground,2017,0.995,3.7,6
American Gothic,2017,0.988,4.7,8
Quarries,2016,0.987,5.5,17
The Mitchell Tapes,2017,0.987,4.3,4
Why Trains Crash,2017,0.986,7.7,3
At Home in Mitford,2017,0.986,6.3,4
Same Time Next Week,2017,0.985,6.0,4
Capps Crossing,2017,0.984,5.3,4
A Bloody Finger in Your Mouth,2017,0.982,6.5,2
Rising Fear,2017,0.982,5.8,4
Cradle Swapping,2017,0.982,4.3,4
The Wedding Invitation,2017,0.981,5.3,4
My Daughter is Innocent,2017,0.981,4.0,1
From Hell to the Wild West,2017,0.981,2.7,3
The Other Mother,2017,0.977,5.4,9
Shot,2017,0.976,10.0,2
Lola Pater,2017,0.975,6.6,8
Swing Away,2017,0.974,7.0,3
A Closer Walk with Thee,2017,0.973,5.7,3
Heal,2017,0.972,8.1,10
Liyana,2018,0.972,0.0,2
Harold and Lillian: A Hollywood Love Story,2017,0.968,7.0,8
Stalked by My Ex,2017,0.967,4.7,3
Family of Lies,2017,0.963,5.7,3
Flashburn,2017,0.961,4.0,3
Rodents of Unusual Size,2017,0.96,8.0,3
Black Mass,2017,0.959,10.0,1
Tropical Virus,2017,0.959,5.7,3
6:66 PM,2017,0.959,3.7,3
Praetoria: Part One,2017,0.959,3.7,3
Whispers,2015,0.958,6.0,3
Gunter Babysits,2017,0.957,6.5,2
Nakom,2017,0.957,5.7,3
Hack House,2017,0.957,2.5,5
What Carter Lost,2017,0.956,7.2,3
Real Naughty Housewives,2017,0.956,6.7,3
Sea Gypsies: The Far Side of the World,2017,0.955,9.0,3
Tiny House of Terror,2017,0.954,5.0,3
The New Radical,2017,0.953,5.7,3
Needlestick,2017,0.95,2.9,8
Alien: Covenant Prologue - Phobos,2017,0.949,4.3,3
The Killing Pact,2017,0.948,9.0,2
BorderCross,2017,0.946,8.0,1
Nova Seed,2017,0.944,8.3,3
Who Killed Tupac?,2017,0.944,7.5,2
"An American Girl Story: Summer Camp, Friends For Life",2017,0.944,2.0,1
Explosion,2017,0.942,8.0,2
Sgt Pepper's Musical Revolution,2017,0.94,8.5,2
Above Ground,2017,0.939,5.3,2
The Republic,2017,0.938,5.0,1
Space Babes from Outer Space,2017,0.935,4.5,2
Mrs K,2017,0.935,2.3,2
South of 8,2017,0.934,0.0,1
Up the Duff,2018,0.933,10.0,2
Rise of a Star,2017,0.933,6.0,1
Celtics/Lakers: Best of Enemies,2017,0.929,7.5,8
Mettle of Honor,2017,0.929,0.0,2
Coin Operated,2017,0.928,8.0,2
The Playground,2017,0.928,3.0,2
Stopping Traffic: The Movement to End Sex Trafficking,2017,0.927,4.5,2
Spettacolo,2017,0.926,6.0,2
Nothing Really Happens,2017,0.924,7.0,2
Holy Air,2017,0.922,6.0,2
Copwatch,2017,0.922,5.5,2
No Postage Necessary,2018,0.921,7.0,1
Boost,2017,0.921,6.0,2
NY Prison Break: The Seduction of Joyce Mitchell,2017,0.921,5.5,2
The Dark Side of The Sun,2017,0.92,7.5,2
Broken Darkness,2017,0.92,3.0,2
Beach House,2018,0.919,8.0,1
The Elf,2017,0.919,5.2,10
Overwatch Animated Short: Rise and Shine,2017,0.918,7.2,17
Plastic China,2017,0.918,6.0,2
"No Impersonator , Perpetrator",2017,0.917,10.0,1
Brooklyn,2017,0.916,6.0,1
Out of Control,1985,0.913,4.5,2
Command and Control,2016,0.911,6.4,15
Double Dutchess: Seeing Double,2017,0.911,1.0,1
Danger Boys: Punks in Osaka,2017,0.911,0.0,1
Red Room,2017,0.91,4.0,1
Stewart & Mitchum: The Two Faces of America,2017,0.909,6.0,1
Future '38,2017,0.909,5.0,1
George Lopez: The Wall,2017,0.907,2.0,1
Bender,2016,0.905,3.0,1
Vanessa da Mata: Caixinha de Música Ao Vivo,2017,0.904,9.8,9
Dandelion,2017,0.904,7.0,1
Clank: Red Mosaic,2017,0.902,9.0,1
I Am Sam Kinison,2017,0.902,8.0,1
Donny The Drone,2017,0.902,7.0,1
Straight/Curve: Redefining Body Image,2017,0.901,7.0,1
App: The Human Story,2017,0.901,6.0,1
Metamorphoses,2017,0.901,5.7,15
Thread,2017,0.901,5.0,1
Charlie Charlie,2017,0.901,3.1,8
MOTO 9: The Movie,2017,0.9,10.0,1
"Well, Who The F*** Are You..?",2017,0.9,9.0,1
This Old Machine,2017,0.9,5.0,1
In God's Time,2017,0.9,3.0,1
Aquarians,2017,0.899,6.0,1
The Uncle Gerry Show,2017,0.898,9.0,1
Elijah's Ashes,2017,0.898,5.0,1
Deadly Detention,2017,0.898,3.3,8
Strange Events,2017,0.898,2.0,1
Untitled Miami Project,2017,0.898,0.5,1
MIMAL THE ELF - urban legend 90s TV documentary clip,2017,0.897,8.5,1
O.J.: Guilty in Vegas,2017,0.897,8.0,1
Tenn,2017,0.897,3.0,1
The Generator,2017,0.897,2.0,1
Death Island: Paranormal Retribution,2017,0.896,3.0,1
The Letter Carrier,2017,0.895,10.0,1
Princess Diana: Tragedy or Treason?,2017,0.895,6.0,1
The Private Life of a Modern Woman,2017,0.895,2.0,1
Hope This Goes Over Well/Living in an Empty World,2017,0.894,10.0,1
The Children Send Their Regards,2017,0.894,10.0,1
Contractor 014352,2017,0.894,7.0,1
Cool As Hell 2,2017,0.894,4.0,1
Kinda Cool to Expend This Much Drool,2017,0.893,10.0,1
Seth Rollins: Building the Architect,2017,0.893,9.0,1
Ambulance/Gaza,2017,0.893,8.0,1
Margo Price - Live at Austin City Limits 10-03-2016,2017,0.891,10.0,1
Morsefest 2015: Question Mark,2017,0.891,10.0,1
"For a Good Time, Call...",2017,0.891,5.5,1
The Receipt: Bananas Town,2017,0.89,9.0,1
